profile_id,model,pp_size,microbatch,all_requests_complete,prefill_token_mass_exact,decode_token_mass_exact
phase33_burstgpt_1_development_train_03,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_03,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_03,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_03,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_03,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_03,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_08,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_08,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_validation_01,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_validation_01,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_validation_03,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_validation_03,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_07,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_07,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_02,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_02,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_04,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_04,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_11,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_11,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_06,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_06,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_05,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_05,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_01,deepseek-v2-lite,8,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,2,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,2,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,2,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,4,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,4,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,4,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,8,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,8,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-8b,8,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,2,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,2,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,2,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,4,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,4,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,4,16,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,8,1,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,8,4,True,True,True
phase33_burstgpt_1_development_train_01,qwen3-30b-a3b,8,16,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,2,1,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,2,4,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,2,16,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,4,1,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,4,4,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,4,16,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,8,1,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,8,4,True,True,True
phase33_burstgpt_1_development_train_09,deepseek-v2-lite,8,16,True,True,True
